client_id,client_type,age,acquisition_purpose,total_investment,num_properties,cluster,cluster_name
C0423,Individual,76,Home,1068716.19,3,0,Individual Home Buyers
C0424,Individual,28,Home,1034036.3,3,0,Individual Home Buyers
C0425,Individual,61,Home,1256932.48,3,0,Individual Home Buyers
C0426,Individual,73,Home,890250.61,3,0,Individual Home Buyers
C0427,Individual,32,Home,1457016.31,4,0,Individual Home Buyers
C0428,Individual,64,Home,984451.32,4,0,Individual Home Buyers
C0429,Individual,31,Home,1503904.16,4,0,Individual Home Buyers
C0430,Individual,52,Home,931141.96,3,0,Individual Home Buyers
C0431,Individual,57,Home,1544751.33,4,0,Individual Home Buyers
C0432,Company,31,Home,1277850.15,4,0,Individual Home Buyers
C0433,Individual,57,Investment,1937061.37,4,0,Individual Home Buyers
C0434,Individual,62,Home,1364889.24,3,1,Corporate Buyers
C0435,Individual,60,Home,908970.34,3,1,Corporate Buyers
C0436,Individual,54,Home,1327594.64,4,0,Individual Home Buyers
C0437,Individual,36,Home,657032.82,3,0,Individual Home Buyers
C0438,Individual,44,Investment,1458641.1,4,0,Individual Home Buyers
C0439,Individual,70,Home,1273328.62,3,0,Individual Home Buyers
C0440,Individual,66,Investment,703498.83,3,0,Individual Home Buyers
C0441,Individual,46,Investment,1525849.55,4,1,Corporate Buyers
C0442,Individual,51,Home,1707466.97,4,0,Individual Home Buyers
C0443,Individual,76,Home,1355839.1,3,0,Individual Home Buyers
C0444,Individual,85,Home,1054514.54,4,0,Individual Home Buyers
C0445,Individual,31,Home,1425691.63,4,0,Individual Home Buyers
C0446,Individual,71,Home,1024655.04,3,0,Individual Home Buyers
C0447,Individual,70,Home,1543592.15,3,0,Individual Home Buyers
C0448,Individual,46,Investment,942066.48,3,0,Individual Home Buyers
C0449,Individual,54,Investment,1418922.44,3,0,Individual Home Buyers
C0450,Individual,34,Home,1555297.37,4,3,Luxury Investors
C0451,Individual,41,Investment,1665967.41,4,1,Corporate Buyers
C0452,Individual,59,Home,1398358.69,4,0,Individual Home Buyers
C0453,Individual,33,Investment,1321010.76,4,1,Corporate Buyers
C0454,Company,65,Investment,980683.73,3,0,Individual Home Buyers
C0455,Individual,63,Home,1125726.62,4,0,Individual Home Buyers
C0456,Individual,31,Home,1349210.55,3,0,Individual Home Buyers
C0457,Individual,46,Investment,1399940.21,3,1,Corporate Buyers
C0458,Individual,31,Investment,1382881.81,4,0,Individual Home Buyers
C0459,Individual,71,Home,821716.14,3,0,Individual Home Buyers
C0460,Individual,34,Home,1061349.03,3,0,Individual Home Buyers
C0461,Individual,66,Home,986630.39,3,0,Individual Home Buyers
C0462,Individual,83,Home,1606667.68,4,1,Corporate Buyers
C0463,Individual,56,Home,1235094.73,4,0,Individual Home Buyers
C0464,Individual,52,Home,1455550,4,0,Individual Home Buyers
C0465,Individual,77,Home,707799.92,3,0,Individual Home Buyers
C0466,Individual,38,Investment,1228651.21,4,0,Individual Home Buyers
C0467,Individual,74,Home,976066.93,3,0,Individual Home Buyers
C0468,Individual,74,Investment,1267396.8,3,0,Individual Home Buyers
C0469,Individual,29,Home,1518476.47,4,0,Individual Home Buyers
C0470,Individual,63,Home,862552.54,3,0,Individual Home Buyers
C0471,Individual,42,Investment,1084997.39,3,0,Individual Home Buyers
C0472,Individual,75,Home,1277486.37,3,0,Individual Home Buyers
C0473,Individual,45,Home,1304527.66,4,0,Individual Home Buyers
C0474,Individual,31,Home,962015.29,4,0,Individual Home Buyers
C0475,Individual,80,Investment,1234470.16,3,2,Small Corporate Segment
C0476,Individual,29,Home,1485303.01,4,0,Individual Home Buyers
C0477,Individual,42,Investment,1535114.88,3,0,Individual Home Buyers
C0478,Individual,86,Investment,774892.79,3,0,Individual Home Buyers
C0479,Individual,48,Home,1172782.93,4,0,Individual Home Buyers
C0480,Individual,52,Home,1033261.03,4,0,Individual Home Buyers
C0481,Individual,50,Home,1365460.24,4,0,Individual Home Buyers
C0482,Individual,46,Investment,1006132.77,3,0,Individual Home Buyers
C0483,Individual,41,Investment,881113.79,3,0,Individual Home Buyers
C0484,Individual,37,Investment,1313240.67,4,0,Individual Home Buyers
C0485,Individual,35,Home,1000841.18,3,0,Individual Home Buyers
C0486,Individual,27,Investment,1090587.66,3,0,Individual Home Buyers
C0487,Individual,35,Home,1576272.71,4,0,Individual Home Buyers
C0488,Individual,47,Investment,1218265.36,4,0,Individual Home Buyers
C0489,Individual,76,Investment,1025274.77,3,1,Corporate Buyers
C0490,Individual,72,Investment,1292367.93,3,0,Individual Home Buyers
C0491,Individual,85,Home,1106379.8,3,0,Individual Home Buyers
C0492,Individual,26,Home,1300917.1,4,0,Individual Home Buyers
C0493,Individual,72,Home,1312198.98,4,0,Individual Home Buyers
C0494,Individual,36,Home,1052676.65,4,0,Individual Home Buyers
C0495,Individual,72,Investment,1246742.44,4,0,Individual Home Buyers
C0496,Individual,36,Home,1120376.44,4,0,Individual Home Buyers
C0497,Individual,41,Investment,1330684.99,3,0,Individual Home Buyers
C0498,Individual,78,Home,1007455.29,3,1,Corporate Buyers
C0499,Individual,80,Home,897769.81,3,0,Individual Home Buyers
C0500,Individual,49,Home,1294944.52,3,0,Individual Home Buyers
C0501,Individual,31,Investment,1741166.27,4,0,Individual Home Buyers
C0502,Individual,60,Home,1537989.75,4,0,Individual Home Buyers
C0503,Individual,83,Investment,1432167.34,4,0,Individual Home Buyers
C0504,Individual,34,Home,1367188.58,4,0,Individual Home Buyers
C0505,Individual,31,Home,1043535.21,3,0,Individual Home Buyers
C0506,Individual,59,Home,1122203.03,3,0,Individual Home Buyers
C0507,Individual,75,Home,1062656.61,3,0,Individual Home Buyers
C0508,Individual,56,Home,833710.06,3,0,Individual Home Buyers
C0509,Individual,70,Home,1687930.25,4,2,Small Corporate Segment
C0510,Individual,79,Investment,1094232.67,3,1,Corporate Buyers
C0511,Individual,72,Home,1090537.6,3,1,Corporate Buyers
C0512,Individual,81,Home,1448158.14,3,0,Individual Home Buyers
C0513,Individual,27,Home,974596.63,3,0,Individual Home Buyers
C0514,Individual,49,Home,1528027.54,4,0,Individual Home Buyers
C0515,Individual,63,Home,1561824.93,4,0,Individual Home Buyers
C0516,Individual,80,Home,1437837.49,4,0,Individual Home Buyers
C0517,Individual,67,Home,1115807,4,0,Individual Home Buyers
C0518,Company,64,Home,1633111.65,4,0,Individual Home Buyers
C0519,Individual,51,Investment,981719.26,3,0,Individual Home Buyers
C0520,Individual,56,Home,1033523.16,3,0,Individual Home Buyers
C0521,Individual,59,Home,1074306.5,4,1,Corporate Buyers
C0522,Individual,84,Home,993023.13,3,0,Individual Home Buyers
C0523,Individual,66,Home,928962.95,3,0,Individual Home Buyers
C0524,Individual,73,Home,801104.69,3,0,Individual Home Buyers
C0525,Individual,76,Home,1629457.52,4,0,Individual Home Buyers
C0526,Individual,58,Home,1301139.77,3,1,Corporate Buyers
C0527,Individual,47,Home,1138099.7,3,0,Individual Home Buyers
C0528,Individual,26,Investment,1118472.87,3,0,Individual Home Buyers
C0529,Individual,53,Home,1268138.95,4,0,Individual Home Buyers
C0530,Individual,74,Home,1559124.69,4,0,Individual Home Buyers
C0531,Individual,50,Home,1911300.78,4,0,Individual Home Buyers
C0532,Individual,47,Home,1075202.77,4,1,Corporate Buyers
C0533,Individual,63,Investment,990028.19,4,0,Individual Home Buyers
C0534,Individual,68,Investment,1133195.2,3,0,Individual Home Buyers
C0535,Individual,39,Home,1299053.94,3,1,Corporate Buyers
C0536,Individual,70,Investment,983106.84,3,0,Individual Home Buyers
C0537,Individual,64,Home,1490327.5,4,0,Individual Home Buyers
C0538,Individual,57,Home,1206897.7,4,0,Individual Home Buyers
C0539,Individual,35,Investment,1645321.2,4,0,Individual Home Buyers
C0540,Individual,29,Home,494173.31,3,0,Individual Home Buyers
C0541,Individual,26,Home,1721673.54,4,1,Corporate Buyers
C0542,Company,41,Home,1195819.4,4,0,Individual Home Buyers
C0543,Individual,79,Home,753145.67,3,0,Individual Home Buyers
C0544,Individual,52,Home,1636756.28,4,0,Individual Home Buyers
C0545,Individual,84,Home,1260126.39,3,0,Individual Home Buyers
C0546,Individual,59,Home,795528.06,3,1,Corporate Buyers
C0547,Individual,79,Investment,1178457.95,4,0,Individual Home Buyers
C0548,Individual,46,Home,1047476.93,3,0,Individual Home Buyers
C0549,Individual,54,Home,941219.76,3,0,Individual Home Buyers
C0550,Company,59,Home,1414568.09,4,0,Individual Home Buyers
C0551,Individual,66,Investment,1007397.56,3,0,Individual Home Buyers
C0552,Individual,61,Investment,1141476.56,3,0,Individual Home Buyers
C0553,Individual,48,Home,821534.94,3,0,Individual Home Buyers
C0554,Individual,78,Home,1643592.85,4,1,Corporate Buyers
C0555,Individual,55,Investment,1064533.27,3,0,Individual Home Buyers
C0556,Individual,68,Home,1335478.18,3,0,Individual Home Buyers
C0557,Individual,85,Investment,733161.98,3,0,Individual Home Buyers
C0558,Individual,52,Home,1033995.96,3,1,Corporate Buyers
C0559,Company,57,Home,1004028.87,4,0,Individual Home Buyers
C0560,Individual,38,Home,1433718.12,3,1,Corporate Buyers
C0561,Company,64,Investment,1589252.43,4,0,Individual Home Buyers
C0562,Individual,86,Investment,1423675.72,4,0,Individual Home Buyers
C0563,Individual,35,Home,1012807.93,4,0,Individual Home Buyers
C0564,Individual,74,Home,1135017.6,3,0,Individual Home Buyers
C0565,Individual,41,Home,1043494.32,3,1,Corporate Buyers
C0566,Individual,26,Investment,1167701.9,4,0,Individual Home Buyers
C0567,Individual,73,Investment,1869286.1,4,1,Corporate Buyers
C0568,Individual,73,Home,944335.88,3,0,Individual Home Buyers
C0569,Individual,55,Home,1384749.3,3,0,Individual Home Buyers
C0570,Individual,61,Home,1527210.47,4,1,Corporate Buyers
C0571,Individual,60,Home,1549969.49,4,0,Individual Home Buyers
C0572,Individual,33,Investment,1519677.44,4,0,Individual Home Buyers
C0573,Company,49,Home,785842.76,3,0,Individual Home Buyers
C0574,Individual,58,Home,1261906.32,4,0,Individual Home Buyers
C0575,Individual,60,Investment,1018391.27,3,0,Individual Home Buyers
C0576,Individual,67,Home,1047406.79,3,1,Corporate Buyers
C0577,Individual,37,Home,693899.01,3,0,Individual Home Buyers
C0578,Individual,27,Home,707276.53,3,0,Individual Home Buyers
C0579,Individual,85,Investment,1198428.64,3,0,Individual Home Buyers
C0580,Individual,78,Home,2158954.78,4,0,Individual Home Buyers
C0581,Individual,69,Investment,1029755.56,4,0,Individual Home Buyers
C0582,Individual,86,Investment,708559.15,3,0,Individual Home Buyers
C0583,Individual,40,Home,1237228.18,4,0,Individual Home Buyers
C0584,Individual,44,Home,1135691.62,3,0,Individual Home Buyers
C0585,Individual,65,Home,1003690.18,4,0,Individual Home Buyers
C0586,Individual,49,Home,1226524.31,3,0,Individual Home Buyers
C0587,Individual,34,Home,1093439.84,4,0,Individual Home Buyers
C0588,Individual,37,Home,1495976.14,4,0,Individual Home Buyers
C0589,Individual,80,Investment,1982246.22,4,0,Individual Home Buyers
C0590,Individual,60,Investment,1105388.89,4,1,Corporate Buyers
C0591,Individual,58,Home,1336217.65,3,0,Individual Home Buyers
C0592,Individual,54,Investment,787516.58,3,0,Individual Home Buyers
C0593,Individual,74,Home,2012063.38,4,0,Individual Home Buyers
C0594,Individual,84,Home,1137572.87,3,0,Individual Home Buyers
C0595,Individual,60,Home,914304.97,3,0,Individual Home Buyers
C0596,Individual,50,Home,1094771.49,4,0,Individual Home Buyers
C0597,Individual,40,Home,976844.17,3,1,Corporate Buyers
C0598,Individual,77,Investment,1398930.7,4,0,Individual Home Buyers
C0599,Individual,28,Home,1162815.78,3,1,Corporate Buyers
C0600,Individual,42,Investment,917709.61,3,0,Individual Home Buyers
C0601,Individual,54,Home,1700411.72,4,0,Individual Home Buyers
C0602,Individual,42,Home,905508.82,4,1,Corporate Buyers
C0603,Individual,32,Home,1218095.3,4,0,Individual Home Buyers
C0604,Individual,28,Home,791133.03,3,2,Small Corporate Segment
C0605,Individual,52,Home,1407314.33,4,0,Individual Home Buyers
C0606,Individual,77,Investment,1070969.53,3,1,Corporate Buyers
C0607,Individual,64,Home,1125230.12,3,0,Individual Home Buyers
C0608,Individual,70,Home,1201411.56,4,0,Individual Home Buyers
C0609,Individual,65,Home,1307567.64,4,0,Individual Home Buyers
C0610,Individual,56,Investment,1178597.68,3,0,Individual Home Buyers
C0611,Individual,76,Home,1142671.94,4,0,Individual Home Buyers
C0612,Individual,66,Home,1671846.3,4,0,Individual Home Buyers
C0613,Individual,31,Home,1186019.52,3,1,Corporate Buyers
C0614,Individual,54,Home,1025958.38,4,1,Corporate Buyers
C0615,Individual,69,Home,919002.01,4,0,Individual Home Buyers
C0616,Individual,63,Investment,1013364.3,3,0,Individual Home Buyers
C0617,Individual,40,Home,766861.21,3,0,Individual Home Buyers
C0618,Individual,58,Home,982803,3,0,Individual Home Buyers
C0619,Individual,56,Home,1411977.41,3,0,Individual Home Buyers
C0620,Individual,66,Home,1532429.29,3,1,Corporate Buyers
C0621,Individual,44,Investment,791609.11,3,1,Corporate Buyers
C0622,Individual,39,Investment,869334.73,3,0,Individual Home Buyers
C0623,Individual,40,Investment,1410333.45,4,0,Individual Home Buyers
C0624,Individual,26,Investment,1215611.54,3,0,Individual Home Buyers
C0625,Individual,43,Investment,1000166.88,4,1,Corporate Buyers
C0626,Individual,58,Investment,1061694.13,3,1,Corporate Buyers
C0627,Individual,26,Home,1870806.42,4,0,Individual Home Buyers
C0628,Individual,41,Home,1623109.63,4,1,Corporate Buyers
C0629,Individual,80,Investment,961721.77,3,0,Individual Home Buyers
C0630,Individual,61,Home,1308077.61,4,0,Individual Home Buyers
C0631,Individual,60,Home,1534891.22,4,0,Individual Home Buyers
C0632,Individual,78,Home,1146845.98,4,1,Corporate Buyers
C0633,Individual,85,Home,1207516.26,4,0,Individual Home Buyers
C0634,Individual,46,Investment,1181693.63,3,0,Individual Home Buyers
C0635,Individual,66,Investment,1375700.03,3,1,Corporate Buyers
C0636,Individual,46,Home,981810.08,4,1,Corporate Buyers
C0637,Individual,59,Home,1602478.07,4,0,Individual Home Buyers
C0638,Individual,51,Home,1347045.42,4,0,Individual Home Buyers
C0639,Individual,65,Home,861670.72,3,1,Corporate Buyers
C0640,Individual,59,Home,772950.17,3,0,Individual Home Buyers
C0641,Company,32,Home,1217213.26,3,0,Individual Home Buyers
C0642,Individual,59,Home,1027140.61,3,0,Individual Home Buyers
C0643,Individual,52,Home,928645.01,3,0,Individual Home Buyers
C0644,Individual,70,Home,1549624.23,3,0,Individual Home Buyers
C0645,Individual,38,Home,731453.53,3,0,Individual Home Buyers
C0646,Individual,31,Investment,1325311.83,3,0,Individual Home Buyers
C0647,Individual,80,Home,2115520.42,4,0,Individual Home Buyers
C0648,Individual,27,Home,1142985.38,4,0,Individual Home Buyers
C0649,Individual,31,Home,1401448.51,4,0,Individual Home Buyers
C0650,Company,50,Home,799742.26,3,1,Corporate Buyers
C0651,Company,33,Home,1077094.73,4,0,Individual Home Buyers
C0652,Individual,33,Home,904157.22,3,0,Individual Home Buyers
C0653,Individual,56,Home,1215543.15,4,0,Individual Home Buyers
C0654,Individual,66,Home,865293.89,3,0,Individual Home Buyers
C0655,Individual,76,Home,1071763.22,3,0,Individual Home Buyers
C0656,Individual,49,Home,1288383.38,4,0,Individual Home Buyers
C0657,Individual,70,Home,1258111.32,3,0,Individual Home Buyers
C0658,Individual,27,Home,1122021.28,3,0,Individual Home Buyers
C0659,Individual,38,Home,1000550.86,4,0,Individual Home Buyers
C0660,Individual,35,Home,1148308.35,3,0,Individual Home Buyers
C0661,Individual,65,Home,1627713.05,4,1,Corporate Buyers
C0662,Individual,69,Investment,1520239.97,4,0,Individual Home Buyers
C0663,Individual,68,Home,1544313.34,4,0,Individual Home Buyers
C0664,Individual,68,Investment,1063024.57,4,1,Corporate Buyers
C0665,Individual,67,Investment,704886.02,3,0,Individual Home Buyers
C0666,Individual,78,Investment,1532074.27,4,0,Individual Home Buyers
C0667,Individual,60,Investment,1486560.06,4,0,Individual Home Buyers
C0668,Individual,48,Investment,987175.01,4,1,Corporate Buyers
C0669,Individual,68,Home,1366533.49,3,1,Corporate Buyers
C0670,Company,50,Investment,1631973.55,3,0,Individual Home Buyers
C0671,Individual,85,Home,759678.12,3,0,Individual Home Buyers
C0672,Individual,59,Home,1301968.05,3,0,Individual Home Buyers
C0673,Individual,61,Home,870503.9,3,0,Individual Home Buyers
C0674,Individual,40,Investment,1733438.52,4,0,Individual Home Buyers
C0675,Individual,57,Home,1117159.17,3,0,Individual Home Buyers
C0676,Individual,84,Home,1022396.03,3,0,Individual Home Buyers
C0677,Individual,45,Investment,1217015.11,4,0,Individual Home Buyers
C0678,Individual,54,Home,904050.87,3,0,Individual Home Buyers
C0679,Individual,62,Home,1945371.68,4,0,Individual Home Buyers
C0680,Individual,61,Investment,1533727.71,4,0,Individual Home Buyers
C0681,Company,49,Home,736696.97,4,0,Individual Home Buyers
C0682,Individual,53,Home,1436006.22,4,0,Individual Home Buyers
C0683,Individual,78,Home,1216565.53,3,0,Individual Home Buyers
C0684,Individual,41,Home,1402625.45,4,0,Individual Home Buyers
C0685,Individual,39,Home,1129835.06,3,0,Individual Home Buyers
C0686,Individual,63,Home,1250166.33,3,0,Individual Home Buyers
C0687,Individual,67,Home,1532604,4,0,Individual Home Buyers
C0688,Individual,58,Investment,1093762.42,4,0,Individual Home Buyers
C0689,Individual,28,Home,1051259.37,3,0,Individual Home Buyers
C0690,Individual,41,Home,1402023.24,4,0,Individual Home Buyers
C0691,Individual,83,Investment,948552.89,4,0,Individual Home Buyers
C0692,Individual,62,Investment,1206585.87,4,0,Individual Home Buyers
C0693,Individual,69,Investment,1831502.92,4,0,Individual Home Buyers
C0694,Company,37,Investment,1287767.07,4,1,Corporate Buyers
C0695,Individual,79,Home,870451.65,3,0,Individual Home Buyers
C0696,Individual,32,Investment,1417025.49,4,0,Individual Home Buyers
C0697,Individual,40,Investment,1203571.2,4,0,Individual Home Buyers
C0698,Individual,80,Home,1560635.51,4,0,Individual Home Buyers
C0699,Individual,40,Home,1292445.15,3,0,Individual Home Buyers
C0700,Individual,82,Home,724453.7,3,0,Individual Home Buyers
C0701,Individual,64,Investment,1318537.76,4,1,Corporate Buyers
C0702,Individual,60,Home,1215022,3,0,Individual Home Buyers
C0703,Company,42,Home,938073.57,3,0,Individual Home Buyers
C0704,Individual,84,Home,1130778.86,3,0,Individual Home Buyers
C0705,Individual,86,Home,1643383.67,3,0,Individual Home Buyers
C0706,Individual,42,Investment,1034954.84,3,1,Corporate Buyers
C0707,Individual,31,Home,1171255.22,4,0,Individual Home Buyers
C0708,Individual,62,Home,1539340.87,3,0,Individual Home Buyers
C0709,Individual,44,Home,1233960.52,4,0,Individual Home Buyers
C0710,Individual,80,Home,1158001.36,4,0,Individual Home Buyers
C0711,Individual,31,Investment,1045658.54,4,0,Individual Home Buyers
C0712,Individual,35,Home,701688.31,3,0,Individual Home Buyers
C0713,Individual,29,Investment,946537.74,3,0,Individual Home Buyers
C0714,Individual,49,Home,1520218.18,3,1,Corporate Buyers
C0715,Individual,44,Home,1151372.75,3,0,Individual Home Buyers
C0716,Individual,32,Home,1173245.74,3,1,Corporate Buyers
C0717,Individual,80,Investment,1000529.67,3,0,Individual Home Buyers
C0718,Individual,82,Home,900157.91,3,1,Corporate Buyers
C0719,Individual,52,Investment,912916.77,3,0,Individual Home Buyers
C0720,Individual,45,Investment,844316.69,4,0,Individual Home Buyers
C0721,Individual,27,Home,1167212.02,4,0,Individual Home Buyers
C0722,Individual,83,Home,936104.05,3,0,Individual Home Buyers
C0723,Individual,27,Home,1554043.79,3,1,Corporate Buyers
C0724,Individual,66,Investment,1564795.28,4,0,Individual Home Buyers
C0725,Individual,43,Home,1557779.53,3,0,Individual Home Buyers
C0726,Individual,49,Home,1055406.17,4,0,Individual Home Buyers
C0727,Individual,85,Investment,1924218.25,4,0,Individual Home Buyers
C0728,Individual,55,Home,896046.43,3,0,Individual Home Buyers
C0729,Individual,82,Investment,1100578.42,3,0,Individual Home Buyers
C0730,Individual,38,Investment,1395460.54,3,0,Individual Home Buyers
C0731,Individual,26,Home,2163873.35,4,0,Individual Home Buyers
C0732,Individual,41,Home,1763602.47,4,0,Individual Home Buyers
C0733,Individual,50,Home,1610480.1,3,0,Individual Home Buyers
C0734,Individual,45,Investment,894573.22,3,0,Individual Home Buyers
C0735,Individual,32,Investment,1082670.51,3,1,Corporate Buyers
C0736,Individual,84,Investment,961660.45,3,0,Individual Home Buyers
C0737,Individual,48,Investment,1271295.42,3,0,Individual Home Buyers
C0738,Individual,46,Home,1217179.49,4,0,Individual Home Buyers
C0739,Individual,61,Home,1239915.48,4,0,Individual Home Buyers
C0740,Individual,60,Investment,1150084.72,3,0,Individual Home Buyers
C0741,Individual,64,Home,808100.3,3,0,Individual Home Buyers
C0742,Individual,46,Home,943082.42,3,1,Corporate Buyers
C0743,Individual,54,Investment,973707.31,3,0,Individual Home Buyers
C0744,Individual,76,Home,947393.7,3,0,Individual Home Buyers
C0745,Individual,29,Investment,1137226.12,4,0,Individual Home Buyers
C0746,Individual,70,Home,1485041.45,4,1,Corporate Buyers
C0747,Individual,34,Home,1321142.35,3,0,Individual Home Buyers
C0748,Company,52,Home,1188736.23,3,0,Individual Home Buyers
C0749,Individual,34,Home,1170883.93,3,0,Individual Home Buyers
C0750,Individual,50,Investment,887696.78,3,0,Individual Home Buyers
C0751,Individual,52,Home,1055948.97,4,0,Individual Home Buyers
C0752,Individual,72,Investment,836214.24,4,1,Corporate Buyers
C0753,Individual,66,Home,1053102.32,4,1,Corporate Buyers
C0754,Individual,56,Investment,1300009.56,4,0,Individual Home Buyers
C0755,Company,59,Home,1040997.25,3,0,Individual Home Buyers
C0756,Individual,63,Home,785768.09,3,0,Individual Home Buyers
C0757,Individual,80,Home,1392690.12,4,0,Individual Home Buyers
C0758,Individual,68,Investment,1135189.16,4,0,Individual Home Buyers
C0759,Individual,35,Home,1327801.32,3,0,Individual Home Buyers
C0760,Individual,62,Investment,1288008.21,4,0,Individual Home Buyers
C0761,Individual,45,Home,1387948.07,4,1,Corporate Buyers
C0762,Individual,59,Home,1456185.33,4,0,Individual Home Buyers
C0763,Company,55,Home,1036781.97,3,0,Individual Home Buyers
C0764,Individual,43,Investment,1670624.74,4,1,Corporate Buyers
C0765,Individual,59,Home,1516418.29,4,1,Corporate Buyers
C0766,Individual,32,Home,1601876.14,4,1,Corporate Buyers
C0767,Individual,65,Investment,1403932.48,4,1,Corporate Buyers
C0768,Individual,34,Investment,1048127.47,3,0,Individual Home Buyers
C0769,Individual,68,Home,675607.79,3,0,Individual Home Buyers
C0770,Individual,75,Home,984598.73,3,1,Corporate Buyers
C0771,Company,42,Home,1856997.08,4,0,Individual Home Buyers
C0772,Individual,35,Investment,911164.52,3,0,Individual Home Buyers
C0773,Individual,62,Home,1451465.46,4,1,Corporate Buyers
C0774,Individual,43,Home,999792.68,3,0,Individual Home Buyers
C0775,Individual,51,Home,1043608.37,4,0,Individual Home Buyers
C0776,Individual,60,Home,914465.33,3,1,Corporate Buyers
C0777,Company,44,Home,1130759.41,3,0,Individual Home Buyers
C0778,Individual,28,Investment,1646921.92,4,0,Individual Home Buyers
C0779,Individual,73,Home,1221957.12,3,0,Individual Home Buyers
C0780,Individual,79,Home,708761.69,3,0,Individual Home Buyers
C0781,Individual,86,Investment,1181206.69,4,0,Individual Home Buyers
C0782,Individual,56,Investment,1166638.16,4,0,Individual Home Buyers
C0783,Individual,65,Home,1031472.36,3,1,Corporate Buyers
C0784,Individual,53,Investment,1172514.65,3,0,Individual Home Buyers
C0785,Company,55,Home,1047112.48,4,0,Individual Home Buyers
C0786,Individual,43,Investment,663797.37,3,0,Individual Home Buyers
C0787,Individual,76,Home,1405947.66,3,0,Individual Home Buyers
C0788,Individual,82,Investment,1799447.01,4,1,Corporate Buyers
C0789,Individual,52,Investment,1125271.6,3,1,Corporate Buyers
C0790,Individual,52,Home,1521440.86,4,0,Individual Home Buyers
C0791,Individual,43,Home,1424465.81,4,0,Individual Home Buyers
C0792,Individual,44,Investment,1559979.82,4,0,Individual Home Buyers
C0793,Individual,57,Home,1245234.35,4,0,Individual Home Buyers
C0794,Individual,75,Home,1120488.77,3,0,Individual Home Buyers
C0795,Individual,57,Investment,1170869.09,3,0,Individual Home Buyers
C0796,Individual,43,Investment,559596.54,3,0,Individual Home Buyers
C0797,Individual,36,Home,881179.3,3,0,Individual Home Buyers
C0798,Company,61,Home,987267.48,4,0,Individual Home Buyers
C0799,Individual,72,Home,1108935.86,4,0,Individual Home Buyers
C0800,Individual,52,Investment,983573.18,3,0,Individual Home Buyers
C0801,Individual,57,Home,1361712.3,3,0,Individual Home Buyers
C0802,Individual,56,Home,1074480.81,3,0,Individual Home Buyers
C0803,Individual,81,Home,1542819.53,4,0,Individual Home Buyers
C0804,Individual,59,Home,1223755.92,3,0,Individual Home Buyers
C0805,Individual,73,Home,940964.73,3,1,Corporate Buyers
C0806,Individual,37,Home,1485168.27,4,1,Corporate Buyers
C0807,Individual,33,Investment,1635419.92,4,0,Individual Home Buyers
C0808,Individual,83,Home,885158.15,3,1,Corporate Buyers
C0809,Individual,59,Home,1386118.19,3,1,Corporate Buyers
C0810,Individual,31,Home,922597.58,3,0,Individual Home Buyers
C0811,Individual,81,Home,1515201.05,3,1,Corporate Buyers
C0812,Individual,52,Home,1443224.01,4,1,Corporate Buyers
C0813,Individual,52,Investment,1314024.52,4,1,Corporate Buyers
C0814,Individual,62,Home,674363.74,3,0,Individual Home Buyers
C0815,Company,61,Home,962374.65,3,0,Individual Home Buyers
C0816,Individual,79,Home,1003090.85,3,1,Corporate Buyers
C0817,Individual,54,Investment,1338281,3,0,Individual Home Buyers
C0818,Company,35,Home,760443.35,4,0,Individual Home Buyers
C0819,Individual,75,Home,1239378.27,3,0,Individual Home Buyers
C0820,Individual,86,Investment,920197.78,3,0,Individual Home Buyers
C0821,Individual,69,Home,1371213.26,3,0,Individual Home Buyers
C0822,Individual,67,Investment,1407630.29,3,0,Individual Home Buyers
C0823,Individual,51,Investment,1722388.89,4,0,Individual Home Buyers
C0824,Individual,50,Home,1234378.85,3,0,Individual Home Buyers
C0825,Individual,44,Home,1246198,4,3,Luxury Investors
C0826,Individual,56,Investment,1255265.82,4,0,Individual Home Buyers
C0827,Individual,61,Home,1176467.77,4,0,Individual Home Buyers
C0828,Individual,79,Investment,1313574.2,4,0,Individual Home Buyers
C0829,Individual,66,Investment,1296844.19,4,0,Individual Home Buyers
C0830,Individual,74,Investment,1518798.69,4,0,Individual Home Buyers
C0831,Individual,49,Home,909532.47,3,0,Individual Home Buyers
C0832,Individual,36,Investment,1290741.99,3,0,Individual Home Buyers
C0833,Individual,75,Home,1422486.61,3,0,Individual Home Buyers
C0834,Individual,69,Home,1384660.54,4,0,Individual Home Buyers
C0835,Individual,52,Home,1159317.69,4,0,Individual Home Buyers
C0836,Individual,84,Home,1280715.29,3,0,Individual Home Buyers
C0837,Individual,59,Home,1415445.71,4,1,Corporate Buyers
C0838,Individual,34,Investment,837604.3,3,0,Individual Home Buyers
C0839,Individual,32,Home,1123967.69,3,1,Corporate Buyers
C0840,Individual,45,Home,1508352.25,4,1,Corporate Buyers
C0841,Individual,27,Home,1344816.1,4,2,Small Corporate Segment
C0842,Individual,30,Home,1082477.82,4,0,Individual Home Buyers
C0843,Individual,26,Home,1377127.37,3,0,Individual Home Buyers
C0844,Individual,79,Home,1363201.96,4,0,Individual Home Buyers
C0845,Individual,33,Home,1355270.16,3,0,Individual Home Buyers
C0846,Individual,50,Investment,1069033.77,3,1,Corporate Buyers
C0847,Individual,38,Home,1258765.46,4,0,Individual Home Buyers
